Pet_ID,紀錄日期,過敏原1,過敏原2,過敏原3,過敏原4,過敏原5,過敏原6,過敏原7,過敏原8,過敏原9,過敏原10
CK5,2020-07-15,,,,,,,,,,
CK5,2020-07-16,,,,,,,,,,
CK5,2020-07-29,,,,,,,,,,
CK5,2020-08-12,,,,,,,,,,
CK5,2020-09-04,,,,,,,,,,
CK5,2020-09-19,,,,,,,,,,
CK5,2020-09-24,,,,,,,,,,
CK5,2020-09-26,,,,,,,,,,
CK5,2020-10-14,,,,,,,,,,
CK5,2020-10-15,,,,,,,,,,
CK5,2020-10-21,,,,,,,,,,
CK5,2020-11-06,,,,,,,,,,
CK5,2020-11-12,,,,,,,,,,
CK5,2020-11-15,,,,,,,,,,
CK5,2020-12-04,,,,,,,,,,
CK5,2020-12-11,,,,,,,,,,
CK5,2020-12-20,,,,,,,,,,
CK5,2021-01-18,,,,,,,,,,
CK5,2021-01-23,,,,,,,,,,
CK5,2021-02-11,,,,,,,,,,
CK5,2021-03-04,,,,,,,,,,
CK5,2021-03-09,,,,,,,,,,
CK5,2021-03-16,,,,,,,,,,
CK5,2021-03-28,,,,,,,,,,
CK5,2021-04-04,,,,,,,,,,
CK5,2021-04-07,,,,,,,,,,
CK5,2021-04-09,,,,,,,,,,
CK5,2021-04-19,,,,,,,,,,
CK5,2021-05-03,,,,,,,,,,
CK5,2021-05-16,,,,,,,,,,
CK5,2021-05-24,,,,,,,,,,
CK5,2021-06-14,,,,,,,,,,
CK5,2021-06-23,,,,,,,,,,
CK5,2021-07-07,,,,,,,,,,
CK5,2021-07-27,,,,,,,,,,
CK5,2021-08-16,,,,,,,,,,
CK5,2021-09-04,,,,,,,,,,
CK5,2021-09-07,,,,,,,,,,
CK5,2021-09-10,,,,,,,,,,
CK5,2021-09-11,,,,,,,,,,
CK5,2021-09-13,,,,,,,,,,
CK5,2021-09-16,,,,,,,,,,
CK5,2021-09-28,,,,,,,,,,
CK5,2021-10-15,,,,,,,,,,
CK5,2021-10-22,,,,,,,,,,
CK5,2021-10-27,,,,,,,,,,
CK5,2021-11-04,,,,,,,,,,
CK5,2021-11-21,,,,,,,,,,
CK5,2021-11-25,,,,,,,,,,
CK5,2022-01-03,,,,,,,,,,
CK5,2022-01-15,,,,,,,,,,
CK5,2022-01-17,,,,,,,,,,
CK5,2022-01-20,,,,,,,,,,
CK5,2022-01-22,,,,,,,,,,
CK5,2022-01-24,,,,,,,,,,
CK5,2022-02-09,,,,,,,,,,
CK5,2022-02-13,,,,,,,,,,
CK5,2022-03-09,,,,,,,,,,
CK5,2022-03-14,,,,,,,,,,
CK5,2022-03-25,,,,,,,,,,
CK5,2022-04-05,,,,,,,,,,
CK5,2022-04-07,,,,,,,,,,
CK5,2022-04-09,,,,,,,,,,
CK5,2022-04-26,,,,,,,,,,
CK5,2022-04-30,,,,,,,,,,
CK5,2022-05-23,,,,,,,,,,
CK5,2022-06-05,,,,,,,,,,
CK5,2022-06-19,,,,,,,,,,
CK5,2022-07-08,,,,,,,,,,
CK5,2022-08-18,,,,,,,,,,
CK5,2022-08-24,,,,,,,,,,
CK5,2022-08-25,,,,,,,,,,
CK5,2022-09-03,,,,,,,,,,
CK5,2022-09-10,穀類,,,,,,,,,
CK5,2022-09-18,穀類,,,,,,,,,
CK5,2022-09-27,穀類,,,,,,,,,
CK5,2022-10-08,穀類,,,,,,,,,
CK5,2022-10-24,穀類,,,,,,,,,
CK5,2022-11-04,穀類,,,,,,,,,
CK5,2022-11-21,穀類,,,,,,,,,
CK5,2022-12-01,穀類,,,,,,,,,
CK5,2022-12-14,穀類,,,,,,,,,
CK5,2022-12-18,穀類,,,,,,,,,
CK5,2022-12-25,穀類,,,,,,,,,
CK5,2022-12-27,穀類,,,,,,,,,
CK5,2023-03-02,穀類,,,,,,,,,
CK5,2023-03-20,穀類,,,,,,,,,
CK6,2022-11-22,魚類,,,,,,,,,
CK6,2022-11-23,魚類,,,,,,,,,
CK6,2022-11-24,魚類,,,,,,,,,
CK6,2022-11-25,魚類,,,,,,,,,
CK6,2022-11-26,魚類,,,,,,,,,
CK6,2022-11-27,魚類,,,,,,,,,
CK6,2022-11-28,魚類,,,,,,,,,
CK6,2022-11-29,魚類,,,,,,,,,
CK6,2022-11-30,魚類,,,,,,,,,
CK6,2022-12-01,魚類,,,,,,,,,
CK6,2022-12-02,魚類,,,,,,,,,
CK6,2022-12-03,魚類,,,,,,,,,
CK6,2022-12-04,魚類,,,,,,,,,
CK6,2022-12-05,魚類,,,,,,,,,
CK6,2022-12-06,魚類,,,,,,,,,
CK6,2022-12-07,魚類,,,,,,,,,
CK6,2022-12-08,魚類,,,,,,,,,
CK6,2022-12-09,魚類,,,,,,,,,
CK6,2022-12-10,魚類,,,,,,,,,
CK6,2022-12-11,魚類,,,,,,,,,
CK6,2022-12-12,魚類,,,,,,,,,
CK6,2022-12-13,魚類,,,,,,,,,
CK6,2022-12-14,魚類,,,,,,,,,
CK6,2022-12-15,魚類,,,,,,,,,
CK6,2022-12-16,魚類,,,,,,,,,
CK6,2022-12-17,魚類,,,,,,,,,
CK6,2022-12-18,魚類,,,,,,,,,
CK6,2022-12-19,魚類,,,,,,,,,
CK6,2022-12-20,魚類,,,,,,,,,
CK6,2022-12-21,魚類,,,,,,,,,
CK6,2022-12-22,魚類,,,,,,,,,
CK6,2022-12-23,魚類,,,,,,,,,
CK6,2022-12-24,魚類,,,,,,,,,
CK6,2022-12-25,魚類,,,,,,,,,
CK6,2022-12-26,魚類,,,,,,,,,
CK6,2022-12-27,魚類,,,,,,,,,
CK6,2022-12-28,魚類,,,,,,,,,
CK6,2022-12-29,魚類,,,,,,,,,
CK6,2022-12-30,魚類,,,,,,,,,
CK6,2022-12-31,魚類,,,,,,,,,
CK6,2023-01-01,魚類,,,,,,,,,
CK6,2023-01-02,魚類,,,,,,,,,
CK6,2023-01-03,魚類,,,,,,,,,
CK6,2023-01-04,魚類,,,,,,,,,
CK6,2023-01-05,魚類,,,,,,,,,
CK6,2023-01-06,魚類,,,,,,,,,
CK6,2023-01-07,魚類,,,,,,,,,
CK6,2023-01-08,魚類,,,,,,,,,
CK6,2023-01-09,魚類,,,,,,,,,
CK6,2023-01-10,魚類,,,,,,,,,
CK6,2023-01-11,魚類,,,,,,,,,
CK6,2023-01-12,魚類,,,,,,,,,
CK6,2023-01-13,魚類,,,,,,,,,
CK6,2023-01-14,魚類,,,,,,,,,
CK6,2023-01-15,魚類,,,,,,,,,
CK6,2023-01-16,魚類,,,,,,,,,
CK6,2023-01-17,魚類,,,,,,,,,
CK6,2023-01-18,魚類,,,,,,,,,
CK6,2023-01-19,魚類,,,,,,,,,
CK6,2023-01-20,魚類,,,,,,,,,
CK6,2023-01-21,魚類,,,,,,,,,
CK6,2023-01-22,魚類,,,,,,,,,
CK6,2023-01-23,魚類,,,,,,,,,
CK6,2023-01-24,魚類,,,,,,,,,
CK6,2023-01-25,魚類,,,,,,,,,
CK6,2023-01-26,魚類,,,,,,,,,
CK6,2023-01-27,魚類,,,,,,,,,
CK6,2023-01-28,魚類,,,,,,,,,
CK6,2023-01-29,魚類,,,,,,,,,
CK6,2023-01-30,魚類,,,,,,,,,
CK6,2023-01-31,魚類,,,,,,,,,
CK6,2023-02-01,魚類,,,,,,,,,
CK6,2023-02-02,魚類,,,,,,,,,
CK6,2023-02-03,魚類,,,,,,,,,
CK6,2023-02-04,魚類,,,,,,,,,
CK6,2023-02-05,魚類,,,,,,,,,
CK6,2023-02-06,魚類,,,,,,,,,
CK6,2023-02-07,魚類,,,,,,,,,
CK6,2023-02-08,魚類,,,,,,,,,
CK6,2023-02-09,魚類,,,,,,,,,
CK6,2023-02-10,魚類,,,,,,,,,
CK6,2023-02-11,魚類,,,,,,,,,
CK6,2023-02-12,魚類,,,,,,,,,
CK6,2023-02-13,魚類,,,,,,,,,
CK6,2023-02-14,魚類,,,,,,,,,
CK6,2023-02-15,魚類,,,,,,,,,
CK6,2023-02-16,魚類,,,,,,,,,
CK6,2023-02-17,魚類,,,,,,,,,
CK6,2023-02-18,魚類,,,,,,,,,
CK6,2023-02-19,魚類,,,,,,,,,
CK6,2023-02-20,魚類,,,,,,,,,
CK6,2023-02-21,魚類,,,,,,,,,
CK6,2023-02-22,魚類,,,,,,,,,
CK6,2023-02-23,魚類,,,,,,,,,
CK6,2023-02-24,魚類,,,,,,,,,
CK6,2023-02-25,魚類,,,,,,,,,
CK6,2023-02-26,魚類,,,,,,,,,
CK6,2023-02-27,魚類,,,,,,,,,
CK6,2023-02-28,魚類,,,,,,,,,
CK6,2023-03-01,魚類,,,,,,,,,
CK6,2023-03-02,魚類,,,,,,,,,
CK6,2023-03-03,魚類,,,,,,,,,
CK6,2023-03-04,魚類,,,,,,,,,
